INCIDENT_TYPE|SCHOOL_ID|School|INCIDENT_COUNT|Enrollment|Incident_rate|TotalIncidentRate
Suicide|535|William McKinley School|0|920.0|0.0|0.3306159420289855
Suicide|537|John Moffet School|0|690.0|0.0|0.20531400966183574
Suicide|539|Potter-Thomas School|0|1144.0|0.0|0.2148892773892774
Suicide|540|Richmond School|0|1346.0|0.0|0.16097077761267956
Suicide|541|Isaac A. Sheppard School|0|374.0|0.0|0.07798573975044563
Suicide|542|John Welsh School|0|808.0|0.0|0.8508663366336634
Suicide|543|Alternative Middle Years at James Martin |0|838.0|0.0|0.34307875894988066
Suicide|544|Frances E. Willard School|1|1476.0|0.016937669376693765|0.17502258355916891
Suicide|547|William Cramp School|3|1030.0|0.07281553398058252|0.39239482200647247
Suicide|548|General Philip Kearny School|0|802.0|0.0|0.1142975893599335
Suicide|549|Cayuga School|0|932.0|0.0|0.23247496423462088
Suicide|550|Thurgood Marshall School|0|1594.0|0.0|0.17774989544123798
Suicide|552|Kensington High School for Creative and Performing Arts|0|1010.0|0.0|0.6559405940594059
Suicide|553|Philip H. Sheridan School|0|1460.0|0.0|0.045662100456621
Suicide|555|Kensington Health Sciences Academy|0|934.0|0.0|0.4193433261955746
Suicide|556|Spring Garden School|0|556.0|0.0|0.16486810551558753
Suicide|559|John H. Webster School|1|1680.0|0.01488095238095238|0.3125
Suicide|561|Building 21|0|348.0|0.0|0.8261494252873564
Suicide|562|The U School|0|236.0|0.0|0.8474576271186441
Suicide|566|The LINC|0|238.0|0.0|0.9453781512605042
Suicide|568|Honorable Luis Munoz-Marin School|0|1282.0|0.0|0.484269370774831
Suicide|601|Central High School|1|4630.0|0.005399568034557235|0.09539236861051116
Suicide|603|Roxborough High School|2|1248.0|0.04006410256410257|1.0984241452991452
Suicide|604|Walter B. Saul High School|0|1100.0|0.0|0.125
Suicide|605|Philadelphia High School for Girls|2|2026.0|0.024679170779861797|0.1336788417242514
Suicide|606|Martin Luther King High School|2|1776.0|0.028153153153153154|1.0721659159159158
Suicide|609|A. Philip Randolph Career and Technical High School|0|1036.0|0.0|0.7641570141570142
Suicide|620|Anna B. Day School|1|1026.0|0.024366471734892786|0.22335932423651722
Suicide|621|Franklin S. Edmonds School|1|1032.0|0.02422480620155039|0.39970930232558144
Suicide|622|Eleanor C. Emlen School|1|836.0|0.029904306220095694|0.194377990430622
Suicide|623|Fitler Academics Plus School|0|500.0|0.0|0.13333333333333333
Suicide|625|Charles W. Henry School|0|958.0|0.0|0.2740083507306889
Suicide|626|Henry H. Houston School|0|774.0|0.0|0.5598621877691645
Suicide|627|Jenks Academy for Arts and Sciences|0|956.0|0.0|0.10460251046025104
Suicide|630|James Logan School|0|652.0|0.0|0.07029652351738241
Suicide|631|John F. McCloskey School|0|1042.0|0.0|0.19193857965451055
Suicide|632|Thomas Mifflin School|0|600.0|0.0|0.2361111111111111
Suicide|634|Joseph Pennell School|0|814.0|0.0|0.342956592956593
Suicide|635|Samuel Pennypacker School|0|790.0|0.0|0.36919831223628696
Suicide|636|Theodore Roosevelt School|1|1162.0|0.021514629948364887|1.606425702811245
Suicide|638|Shawmont School|0|1002.0|0.0|0.19544244843646041
Suicide|639|Edward T. Steel School|0|1184.0|0.0|0.5243524774774775
Suicide|641|Cook-Wissahickon School|0|920.0|0.0|0.05434782608695653
Suicide|644|Anna L. Lingelbach School|1|918.0|0.027233115468409588|0.1679375453885258
Suicide|645|James Dobson School|0|578.0|0.0|0.2883506343713956
Suicide|646|Hill-Freedman World Academy|0|1316.0|0.0|0.39260385005065856
Suicide|647|John B. Kelly School|0|1332.0|0.0|0.24712212212212212
Suicide|648|Academy for the Middle Years at Northwest|0|626.0|0.0|0.3261448349307774
Suicide|654|Lankenau High School|1|704.0|0.03551136363636364|0.21898674242424243
Suicide|701|Frankford High School|0|2176.0|0.0|1.0608149509803921
Suicide|710|Jay Cooke School|0|944.0|0.0|1.0063559322033897
Suicide|711|Warren G. Harding School|11|1418.0|0.19393511988716503|2.142101551480959
Suicide|712|Samuel Fels High School|0|1976.0|0.0|1.4465249662618085
Suicide|713|General Louis Wagner School|0|1042.0|0.0|0.7077735124760076
Suicide|715|Juniata Park Academy|0|2378.0|0.0|0.15243902439024393
Suicide|720|Clara Barton School|0|1514.0|0.0|0.11008366358432409
Suicide|722|Laura H. Carnell School|2|1946.0|0.025693730729701953|0.32331277834874955
Suicide|726|Ellwood School|0|630.0|0.0|0.291005291005291
Suicide|727|Thomas K. Finletter School|0|1488.0|0.0|0.28001792114695345
Suicide|728|Benjamin Franklin School|0|1968.0|0.0|0.5441226287262872
Suicide|729|Allen M. Stearne School|1|1126.0|0.022202486678507993|0.2997335701598579
Suicide|730|Francis Hopkinson School|0|1840.0|0.0|0.18115942028985507
Suicide|731|Feltonville Intermediate School|0|1544.0|0.0|0.12953367875647667
Suicide|732|Julia W. Howe School|1|488.0|0.05122950819672131|0.2561475409836066
Suicide|733|Henry W. Lawton School|0|1516.0|0.0|0.054969217238346524
Suicide|735|James R. Lowell School|0|1532.0|0.0|0.07615317667536989
Suicide|736|John Marshall School|0|850.0|0.0|0.2254901960784314
Suicide|737|Grover Washington, Jr. School|0|1082.0|0.0|0.7971349353049908
Suicide|738|Alexander K. McClure School|0|1260.0|0.0|0.18518518518518517
Suicide|739|Andrew J. Morrison School|0|1446.0|0.0|0.34578146611341637
Suicide|740|Olney School|0|1672.0|0.0|0.19936204146730463
Suicide|743|James J. Sullivan School|1|1528.0|0.016361256544502618|0.2045157068062827
Suicide|744|Bayard Taylor School|1|1120.0|0.022321428571428572|0.17113095238095238
Suicide|746|William H. Ziegler School|0|1086.0|0.0|0.2532228360957643
Suicide|747|Bridesburg School|0|1588.0|0.0|0.0813392107472712
Suicide|749|Prince Hall School|0|1148.0|0.0|0.18147502903600465
Suicide|750|Feltonville School of Arts and Sciences|0|1110.0|0.0|0.6906906906906907
Suicide|751|Mary M. Bethune School|0|1442.0|0.0|0.19359685621821543
Suicide|753|William Rowen School|0|990.0|0.0|0.18097643097643099
Suicide|773|Roberto Clemente School|1|982.0|0.025458248472505093|1.3789884589273589
Suicide|801|Abraham Lincoln High School|2|3054.0|0.016371971185330715|0.8063195808775377
Suicide|802|Northeast High School|0|6772.0|0.0|0.3242518212246505
Suicide|803|George Washington High School|2|2628.0|0.01902587519025875|1.079718417047184
Suicide|804|Arts Academy at Benjamin Rush|0|1212.0|0.0|0.26127612761276126
Suicide|809|Swenson Arts and Technology High School|0|1336.0|0.0|0.33994510978043907
Suicide|812|Woodrow Wilson School|1|2598.0|0.00962278675904542|0.5645368231973313
Suicide|814|Austin Meehan School|0|1156.0|0.0|0.8290080738177623
Suicide|816|Baldi School|0|2758.0|0.0|0.1435218757553783
Suicide|820|Ethan Allen School |1|1890.0|0.013227513227513227|0.2160493827160494
Suicide|821|Joseph H. Brown School|2|1162.0|0.043029259896729774|0.08605851979345956
Suicide|823|Kennedy C. Crossan School|0|750.0|0.0|0.022222222222222223
Suicide|824|Hamilton Disston School|0|1760.0|0.0|0.23910984848484845
Suicide|825|Edwin Forrest School|0|2372.0|0.0|0.0439151208544126
Suicide|826|Fox Chase School|0|970.0|0.0|0.01718213058419244
Suicide|827|Thomas Holme School|0|1140.0|0.0|0.1388888888888889
Suicide|830|Mayfair School|10|2842.0|0.08796622097114708|0.2682969739619986
Suicide|831|J. Hampton Moore School|0|2336.0|0.0|0.05707762557077625
Suicide|834|Solomon Solis-Cohen School|0|2442.0|0.0|0.0836063336063336
Suicide|835|Gilbert Spruance School|2|3008.0|0.016622340425531915|0.1592974290780142
Suicide|836|Rhawnhurst School|0|1214.0|0.0|0.02402526084568918
Suicide|837|Watson Comly School|1|982.0|0.025458248472505093|0.22063815342837748
Suicide|838|Louis H. Farrell School|0|2176.0|0.0|0.06127450980392157
Suicide|839|A.L. Fitzpatrick School|0|1660.0|0.0|0.21084337349397592
Suicide|840|Anne Frank School|0|2568.0|0.0|0.02109293873312565
Suicide|841|Robert B. Pollock School|1|1326.0|0.01885369532428356|0.16654097536450477
Suicide|842|Stephen Decatur School|0|2058.0|0.0|0.04859086491739553
Suicide|843|Joseph Greenberg School|1|1506.0|0.016600265604249667|0.03873395307658256
Suicide|844|William H. Loesche School|1|1538.0|0.016254876462938883|0.10294755093194627
Suicide|856|The Workshop School|0|460.0|0.0|0.10869565217391305
Theft|101|John Bartram High School|21|1803.0|0.2911813643926789|1.528702163061564
Theft|102|West Philadelphia High School|19|1932.0|0.2458592132505176|1.125776397515528
Theft|103|High School of the Future|34|1428.0|0.5952380952380952|1.4136904761904763
Theft|105|Paul Robeson High School for Human Services|3|1188.0|0.06313131313131314|0.14029180695847365
Theft|110|William L. Sayre High School|12|1968.0|0.1524390243902439|1.4524051490514904
Theft|113|William T. Tilden School|9|1452.0|0.15495867768595042|1.7791551882460972
Theft|119|Motivation High School|4|1548.0|0.06459948320413436|0.45757967269595173
Theft|120|John Barry School|8|2776.0|0.07204610951008646|0.7504803073967339
Theft|123|William C. Bryant School|2|1612.0|0.031017369727047148|0.7030603804797354
Theft|125|Joseph W. Catharine School|4|2268.0|0.04409171075837742|0.09185773074661963
Theft|126|Benjamin B. Comegys School|3|2064.0|0.036337209302325583|0.5612080103359173
Theft|128|Sadie Alexander School|0|1707.0|0.0|0.0
Theft|129|Andrew Hamilton School|6|2348.0|0.06388415672913117|0.5110732538330494
Theft|130|Avery D. Harrington School|2|1479.0|0.03380662609871535|0.5620351588911427
Theft|134|Henry C. Lea School|21|2104.0|0.24952471482889735|0.5584600760456274
Theft|135|William C. Longstreth School|0|1494.0|0.0|0.3137550200803213
Theft|136|Morton McMichael School|3|1600.0|0.046875|0.3541666666666667
Theft|137|S. Weir Mitchell School|7|1683.0|0.10398098633392751|1.036096256684492
Theft|138|Thomas G. Morton School|1|1899.0|0.013164823591363875|0.2665876777251185
Theft|139|Samuel Powel School|0|852.0|0.0|0.029342723004694836
Theft|140|John M. Patterson School|4|2572.0|0.038880248833592534|0.09072058061171592
Theft|141|James Rhoads School|2|2252.0|0.022202486678507993|0.6660746003552398
Theft|142|Martha Washington School|7|1620.0|0.10802469135802469|0.4012345679012346
Theft|144|Penrose School|6|1770.0|0.0847457627118644|0.4555084745762712
Theft|146|Add B. Anderson School|2|1880.0|0.026595744680851064|0.4166666666666667
Theft|147|Alain Locke School|5|1788.0|0.06991051454138703|0.5686055182699479
Theft|149|Rudolph Blankenburg School|6|1952.0|0.07684426229508197|0.8410177595628416
Theft|158|Middle Years Alternative School|1|1020.0|0.024509803921568627|0.5228758169934641
Theft|200|South Philadelphia High School|16|1833.0|0.2182214948172395|0.8899345335515548
Theft|201|Benjamin Franklin High School|15|2188.0|0.17138939670932357|1.8395795246800732
Theft|202|High School for Creative and Performing Arts School|11|2772.0|0.0992063492063492|0.2074314574314574
Theft|214|Julia R. Masterman School|24|4764.0|0.12594458438287154|0.22739994402462918
Theft|216|Furness High School|5|2076.0|0.06021194605009634|0.460621387283237
Theft|219|D. Newlin Fell School|4|1728.0|0.05787037037037037|0.19169560185185186
Theft|221|Bache-Martin School|1|1437.0|0.017397355601948505|0.48277661795407095
Theft|224|F. Amedee Bregy School|2|1041.0|0.04803073967339097|0.516330451488953
Theft|226|George W. Childs School|7|2216.0|0.078971119133574|0.34220818291215405
Theft|229|Franklin Learning Center|8|3484.0|0.0574052812858783|0.2463643321852277
Theft|232|Stephen Girard School|1|1815.0|0.013774104683195593|0.26859504132231404
Theft|234|General George A. McCall School|1|2148.0|0.011638733705772812|0.023277467411545624
Theft|237|Delaplaine McDaniel School|5|2412.0|0.051824212271973466|0.6115257048092869
Theft|238|William M. Meredith School|2|1842.0|0.02714440825190011|0.04071661237785017
Theft|239|Robert Morris School|3|885.0|0.0847457627118644|0.9039548022598871
Theft|241|Girard Academic Music Program|10|2288.0|0.10926573426573427|0.34965034965034963
Theft|245|Edwin M. Stanton School|1|783.0|0.031928480204342274|0.6305874840357598
Theft|247|Albert M. Greenfield School|2|1866.0|0.02679528403001072|0.08038585209003216
Theft|248|Chester A. Arthur School|3|753.0|0.099601593625498|0.5312084993359893
Theft|249|Laura W. Waring School|1|963.0|0.02596053997923157|0.18821391484942887
Theft|251|Andrew Jackson School|1|1698.0|0.014723203769140165|0.10674322732626619
Theft|252|Abram S. Jenks School|0|924.0|0.0|0.0
Theft|254|Francis S. Key School|2|1401.0|0.03568879371877231|0.07137758743754462
Theft|258|Eliza B. Kirkbride School|2|2216.0|0.02256317689530686|0.06392900120336943
Theft|259|George W. Nebinger School|2|1095.0|0.045662100456621|0.23401826484018262
Theft|262|Academy at Palumbo|5|3612.0|0.03460686600221484|0.1522702104097453
Theft|263|George W. Sharswood School|2|1719.0|0.029086678301337987|0.21087841768470042
Theft|264|Southwark School|2|2223.0|0.02249212775528565|0.5904183535762483
Theft|265|Science Leadership Academy|10|1968.0|0.12703252032520326|0.2625338753387534
Theft|267|Constitution High School|4|1116.0|0.08960573476702509|0.3584229390681004
Theft|268|The Science Leadership Academy at Beeber|2|1428.0|0.0350140056022409|0.0350140056022409
Theft|269|John H. Taggart School|1|1347.0|0.01855976243504083|0.09279881217520415
Theft|272|Vare-Washington School|7|1452.0|0.12052341597796143|0.5165289256198348
Theft|402|Overbrook High School|15|2292.0|0.16361256544502617|1.7488365328679465
Theft|403|High School of Engineering and Science|8|2703.0|0.07399186089530152|0.24972253052164264
Theft|406|Murrell Dobbins Career and Technical High School|14|2440.0|0.14344262295081966|0.9050546448087432
Theft|414|Strawberry Mansion High School|17|1248.0|0.3405448717948718|1.542467948717949
Theft|422|James G. Blaine School|3|1392.0|0.05387931034482758|0.525323275862069
Theft|424|Lewis C. Cassidy Academics Plus School|4|1908.0|0.05241090146750524|0.3712438853948288
Theft|427|William Dick School|3|1662.0|0.04512635379061372|0.1767448856799037
Theft|428|Samuel Gompers School|0|1044.0|0.0|0.35320881226053635
Theft|430|Edward Heston School|10|2116.0|0.11814744801512288|0.779773156899811
Theft|432|Robert E. Lamberton School|4|2112.0|0.04734848484848485|0.5879103535353536
Theft|435|E. Washington Rhodes School|6|2320.0|0.06465517241379311|0.7112068965517242
Theft|436|Kenderton Elementary School|3|475.0|0.15789473684210525|0.7894736842105263
Theft|437|Overbrook School|0|714.0|0.0|0.13130252100840337
Theft|438|Thomas M. Peirce School|0|1425.0|0.0|0.08333333333333333
Theft|444|Dr. Ethel Allen School|15|2080.0|0.18028846153846154|0.7411858974358975
Theft|446|Tanner G. Duckrey School|13|2540.0|0.1279527559055118|0.45931758530183725
Theft|447|Richard R. Wright School|3|1420.0|0.0528169014084507|0.6161971830985915
Theft|448|Overbrook Educational Center|1|804.0|0.03109452736318408|0.13215174129353233
Theft|453|Edward Gideon School|1|858.0|0.029137529137529136|0.34236596736596736
Theft|456|William D. Kelley School|2|1197.0|0.04177109440267335|0.3080618212197159
Theft|457|General George G. Meade School|4|1536.0|0.06510416666666667|0.341796875
Theft|502|Thomas A. Edison High School|29|4212.0|0.1721272554605888|1.4482431149097816
Theft|505|Philadelphia Military Academy|3|741.0|0.10121457489878542|0.6494601889338731
Theft|506|Jules E. Mastbaum Area Vocational Technical High School|9|3020.0|0.07450331125827815|0.4470198675496688
Theft|507|Parkway Northwest High School|11|984.0|0.27947154471544716|0.7791327913279132
Theft|508|Parkway Center City High School|4|1674.0|0.05973715651135006|0.16801075268817203
Theft|509|Parkway West High School|1|774.0|0.03229974160206718|0.25032299741602065
Theft|515|William W. Bodine High School|6|2052.0|0.07309941520467836|0.21929824561403508
Theft|516|Penn Treaty High School|14|2248.0|0.15569395017793594|3.3140569395017785
Theft|517|Julia de Burgos School|2|2595.0|0.019267822736030827|0.3227360308285164
Theft|520|Alexander Adaire School|2|1029.0|0.04859086491739553|0.2793974732750243
Theft|521|Henry A. Brown School|0|1572.0|0.0|0.22264631043257
Theft|523|Russell H. Conwell School|4|1652.0|0.06053268765133172|0.5700161420500404
Theft|525|Paul L. Dunbar School|2|1208.0|0.041390728476821195|0.5242825607064018
Theft|526|Lewis Elkin School|6|3464.0|0.04330254041570439|0.24056966897613546
Theft|530|Horatio B. Hackett School|2|1086.0|0.04604051565377532|0.09783609576427256
Theft|532|John F. Hartranft School|4|2080.0|0.04807692307692308|0.4326923076923077
Theft|533|William H. Hunter School|1|1581.0|0.015812776723592662|0.20161290322580644
Theft|534|James R. Ludlow School|6|936.0|0.16025641025641027|0.5542200854700855
Theft|535|William McKinley School|3|1380.0|0.05434782608695652|0.3306159420289855
Theft|537|John Moffet School|3|1380.0|0.05434782608695652|0.20531400966183574
Theft|539|Potter-Thomas School|1|1716.0|0.014568764568764568|0.2148892773892774
Theft|540|Richmond School|3|2692.0|0.02786032689450223|0.16097077761267956
Theft|541|Isaac A. Sheppard School|1|748.0|0.03342245989304813|0.07798573975044563
Theft|542|John Welsh School|2|1616.0|0.03094059405940594|0.8508663366336634
Theft|543|Alternative Middle Years at James Martin |4|1676.0|0.059665871121718374|0.34307875894988066
Theft|544|Frances E. Willard School|3|2214.0|0.03387533875338753|0.17502258355916891
Theft|547|William Cramp School|0|1545.0|0.0|0.39239482200647247
Theft|548|General Philip Kearny School|0|1203.0|0.0|0.1142975893599335
Theft|549|Cayuga School|1|1398.0|0.0178826895565093|0.23247496423462088
Theft|550|Thurgood Marshall School|2|2391.0|0.020911752404851526|0.17774989544123798
Theft|552|Kensington High School for Creative and Performing Arts|6|2020.0|0.07425742574257425|0.6559405940594059
Theft|553|Philip H. Sheridan School|4|2920.0|0.03424657534246575|0.045662100456621
Theft|555|Kensington Health Sciences Academy|6|1401.0|0.10706638115631692|0.4193433261955746
Theft|556|Spring Garden School|1|834.0|0.02997601918465228|0.16486810551558753
Theft|559|John H. Webster School|4|3360.0|0.02976190476190476|0.3125
Theft|561|Building 21|3|696.0|0.10775862068965517|0.8261494252873564
Theft|562|The U School|6|708.0|0.211864406779661|0.8474576271186441
Theft|566|The LINC|5|714.0|0.17507002801120447|0.9453781512605042
Theft|568|Honorable Luis Munoz-Marin School|3|1923.0|0.0390015600624025|0.484269370774831
Theft|601|Central High School|16|9260.0|0.04319654427645788|0.09539236861051116
Theft|603|Roxborough High School|12|2496.0|0.1201923076923077|1.0984241452991452
Theft|604|Walter B. Saul High School|2|2200.0|0.022727272727272728|0.125
Theft|605|Philadelphia High School for Girls|3|3039.0|0.024679170779861797|0.1336788417242514
Theft|606|Martin Luther King High School|19|3552.0|0.13372747747747749|1.0721659159159158
Theft|609|A. Philip Randolph Career and Technical High School|15|2072.0|0.18098455598455598|0.7641570141570142
Theft|620|Anna B. Day School|1|1539.0|0.016244314489928524|0.22335932423651722
Theft|621|Franklin S. Edmonds School|0|1548.0|0.0|0.39970930232558144
Theft|622|Eleanor C. Emlen School|3|1672.0|0.04485645933014354|0.194377990430622
Theft|623|Fitler Academics Plus School|0|750.0|0.0|0.13333333333333333
Theft|625|Charles W. Henry School|3|1916.0|0.03914405010438413|0.2740083507306889
Theft|626|Henry H. Houston School|6|1548.0|0.09689922480620156|0.5598621877691645
Theft|627|Jenks Academy for Arts and Sciences|0|1434.0|0.0|0.10460251046025104
Theft|630|James Logan School|0|978.0|0.0|0.07029652351738241
Theft|631|John F. McCloskey School|3|2084.0|0.03598848368522073|0.19193857965451055
Theft|632|Thomas Mifflin School|2|900.0|0.05555555555555555|0.2361111111111111
Theft|634|Joseph Pennell School|2|1221.0|0.04095004095004095|0.342956592956593
Theft|635|Samuel Pennypacker School|3|1580.0|0.04746835443037975|0.36919831223628696
Theft|636|Theodore Roosevelt School|15|2324.0|0.16135972461273665|1.606425702811245
Theft|638|Shawmont School|2|2004.0|0.0249500998003992|0.19544244843646041
Theft|639|Edward T. Steel School|4|2368.0|0.04222972972972973|0.5243524774774775
Theft|641|Cook-Wissahickon School|1|1380.0|0.018115942028985508|0.05434782608695653
Theft|644|Anna L. Lingelbach School|1|1377.0|0.01815541031227306|0.1679375453885258
Theft|645|James Dobson School|1|867.0|0.02883506343713956|0.2883506343713956
Theft|646|Hill-Freedman World Academy|8|2632.0|0.07598784194528875|0.39260385005065856
Theft|647|John B. Kelly School|5|2664.0|0.04692192192192192|0.24712212212212212
Theft|648|Academy for the Middle Years at Northwest|1|939.0|0.026624068157614485|0.3261448349307774
Theft|654|Lankenau High School|0|1056.0|0.0|0.21898674242424243
Theft|701|Frankford High School|24|4352.0|0.13786764705882354|1.0608149509803921
Theft|710|Jay Cooke School|13|1888.0|0.1721398305084746|1.0063559322033897
Theft|711|Warren G. Harding School|33|2836.0|0.2909026798307475|2.142101551480959
Theft|712|Samuel Fels High School|34|3952.0|0.21508097165991902|1.4465249662618085
Theft|713|General Louis Wagner School|3|2084.0|0.03598848368522073|0.7077735124760076
Theft|715|Juniata Park Academy|4|4756.0|0.021026072329688814|0.15243902439024393
Theft|720|Clara Barton School|0|2271.0|0.0|0.11008366358432409
Theft|722|Laura H. Carnell School|7|3892.0|0.044964028776978415|0.32331277834874955
Theft|726|Ellwood School|1|945.0|0.026455026455026454|0.291005291005291
Theft|727|Thomas K. Finletter School|6|2976.0|0.05040322580645161|0.28001792114695345
Theft|728|Benjamin Franklin School|9|3936.0|0.057164634146341466|0.5441226287262872
Theft|729|Allen M. Stearne School|2|1689.0|0.02960331557134399|0.2997335701598579
Theft|730|Francis Hopkinson School|0|2760.0|0.0|0.18115942028985507
Theft|731|Feltonville Intermediate School|3|3088.0|0.024287564766839378|0.12953367875647667
Theft|732|Julia W. Howe School|3|976.0|0.07684426229508197|0.2561475409836066
Theft|733|Henry W. Lawton School|1|2274.0|0.010993843447669306|0.054969217238346524
Theft|735|James R. Lowell School|2|3064.0|0.016318537859007835|0.07615317667536989
Theft|736|John Marshall School|1|1275.0|0.0196078431372549|0.2254901960784314
Theft|737|Grover Washington, Jr. School|4|2164.0|0.04621072088724584|0.7971349353049908
Theft|738|Alexander K. McClure School|5|2520.0|0.0496031746031746|0.18518518518518517
Theft|739|Andrew J. Morrison School|2|2169.0|0.023052097740894423|0.34578146611341637
Theft|740|Olney School|1|2508.0|0.009968102073365232|0.19936204146730463
Theft|743|James J. Sullivan School|1|3056.0|0.008180628272251309|0.2045157068062827
Theft|744|Bayard Taylor School|3|1680.0|0.044642857142857144|0.17113095238095238
Theft|746|William H. Ziegler School|3|2172.0|0.034530386740331494|0.2532228360957643
Theft|747|Bridesburg School|0|2382.0|0.0|0.0813392107472712
Theft|749|Prince Hall School|3|1722.0|0.04355400696864112|0.18147502903600465
Theft|750|Feltonville School of Arts and Sciences|2|2220.0|0.02252252252252252|0.6906906906906907
Theft|751|Mary M. Bethune School|2|2884.0|0.017337031900138695|0.19359685621821543
Theft|753|William Rowen School|1|1980.0|0.012626262626262626|0.18097643097643099
Theft|773|Roberto Clemente School|8|1964.0|0.10183299389002037|1.3789884589273589
Theft|801|Abraham Lincoln High School|42|6108.0|0.1719056974459725|0.8063195808775377
Theft|802|Northeast High School|26|13544.0|0.04799173065564087|0.3242518212246505
Theft|803|George Washington High School|56|5256.0|0.2663622526636225|1.079718417047184
Theft|804|Arts Academy at Benjamin Rush|9|2424.0|0.09282178217821782|0.26127612761276126
Theft|809|Swenson Arts and Technology High School|6|2004.0|0.0748502994011976|0.33994510978043907
Theft|812|Woodrow Wilson School|13|5196.0|0.06254811393379522|0.5645368231973313
Theft|814|Austin Meehan School|4|2312.0|0.04325259515570934|0.8290080738177623
Theft|816|Baldi School|5|4137.0|0.03021513173797438|0.1435218757553783
Theft|820|Ethan Allen School |3|3780.0|0.01984126984126984|0.2160493827160494
Theft|821|Joseph H. Brown School|1|1743.0|0.01434308663224326|0.08605851979345956
Theft|823|Kennedy C. Crossan School|0|1125.0|0.0|0.022222222222222223
Theft|824|Hamilton Disston School|4|3520.0|0.028409090909090908|0.23910984848484845
Theft|825|Edwin Forrest School|1|3558.0|0.0070264193367060145|0.0439151208544126
Theft|826|Fox Chase School|1|1455.0|0.01718213058419244|0.01718213058419244
Theft|827|Thomas Holme School|1|1710.0|0.014619883040935672|0.1388888888888889
Theft|830|Mayfair School|6|5684.0|0.026389866291344124|0.2682969739619986
Theft|831|J. Hampton Moore School|3|3504.0|0.021404109589041095|0.05707762557077625
Theft|834|Solomon Solis-Cohen School|1|3663.0|0.006825006825006825|0.0836063336063336
Theft|835|Gilbert Spruance School|4|6016.0|0.016622340425531915|0.1592974290780142
Theft|836|Rhawnhurst School|1|2428.0|0.01029654036243822|0.02402526084568918
Theft|837|Watson Comly School|3|1473.0|0.05091649694501019|0.22063815342837748
Theft|838|Louis H. Farrell School|1|4352.0|0.0057444852941176475|0.06127450980392157
Theft|839|A.L. Fitzpatrick School|6|2490.0|0.060240963855421686|0.21084337349397592
Theft|840|Anne Frank School|1|3852.0|0.006490134994807892|0.02109293873312565
Theft|841|Robert B. Pollock School|0|1989.0|0.0|0.16654097536450477
Theft|842|Stephen Decatur School|0|3087.0|0.0|0.04859086491739553
Theft|843|Joseph Greenberg School|0|2259.0|0.0|0.03873395307658256
Theft|844|William H. Loesche School|1|2307.0|0.010836584308625921|0.10294755093194627
Theft|856|The Workshop School|1|690.0|0.036231884057971016|0.10869565217391305
Theft|877|John Hancock Demonstration School|3|739.0|0.10148849797023005|0.33829499323410017
Weapons|101|John Bartram High School|29|2404.0|0.30158069883527455|1.528702163061564
Weapons|102|West Philadelphia High School|18|1932.0|0.2329192546583851|1.125776397515528
Weapons|103|High School of the Future|5|1904.0|0.06565126050420168|1.4136904761904763
Weapons|105|Paul Robeson High School for Human Services|1|1188.0|0.021043771043771045|0.14029180695847365
Weapons|110|William L. Sayre High School|17|1968.0|0.21595528455284552|1.4524051490514904
Weapons|113|William T. Tilden School|15|1452.0|0.25826446280991733|1.7791551882460972
Weapons|119|Motivation High School|6|1548.0|0.09689922480620156|0.45757967269595173
Weapons|120|John Barry School|16|2776.0|0.1440922190201729|0.7504803073967339
Weapons|123|William C. Bryant School|9|1612.0|0.13957816377171217|0.7030603804797354
Weapons|125|Joseph W. Catharine School|2|2268.0|0.02204585537918871|0.09185773074661963
Weapons|126|Benjamin B. Comegys School|8|2064.0|0.09689922480620156|0.5612080103359173
Weapons|128|Sadie Alexander School|0|1707.0|0.0|0.0
Weapons|129|Andrew Hamilton School|8|2348.0|0.08517887563884156|0.5110732538330494
Weapons|130|Avery D. Harrington School|5|1479.0|0.08451656524678837|0.5620351588911427
Weapons|134|Henry C. Lea School|6|2104.0|0.07129277566539924|0.5584600760456274
Weapons|135|William C. Longstreth School|5|1992.0|0.06275100401606426|0.3137550200803213
Weapons|136|Morton McMichael School|4|1600.0|0.0625|0.3541666666666667
Weapons|137|S. Weir Mitchell School|22|2244.0|0.24509803921568626|1.036096256684492
Weapons|138|Thomas G. Morton School|4|1899.0|0.0526592943654555|0.2665876777251185
Weapons|139|Samuel Powel School|1|852.0|0.029342723004694836|0.029342723004694836
Weapons|140|John M. Patterson School|4|1929.0|0.05184033177812338|0.09072058061171592
Weapons|141|James Rhoads School|8|2252.0|0.08880994671403197|0.6660746003552398
Weapons|142|Martha Washington School|6|1620.0|0.09259259259259259|0.4012345679012346
Weapons|144|Penrose School|2|1770.0|0.02824858757062147|0.4555084745762712
Weapons|146|Add B. Anderson School|4|1410.0|0.07092198581560284|0.4166666666666667
Weapons|147|Alain Locke School|6|1788.0|0.08389261744966443|0.5686055182699479
Weapons|149|Rudolph Blankenburg School|7|1464.0|0.11953551912568305|0.8410177595628416
Weapons|158|Middle Years Alternative School|4|1020.0|0.09803921568627451|0.5228758169934641
Weapons|200|South Philadelphia High School|18|2444.0|0.18412438625204583|0.8899345335515548
Weapons|201|Benjamin Franklin High School|45|2188.0|0.5141681901279708|1.8395795246800732
Weapons|202|High School for Creative and Performing Arts School|2|2079.0|0.02405002405002405|0.2074314574314574
