INCIDENT_COUNT|INCIDENT_TYPE|SCHOOL_ID|SCHOOL_YEAR|School|Rpt Type Long|Governance|Grades Served|Enrollment|Incident_rate
0|Harassment|753|2013-2014|William Rowen School|Elementary School|District|'K-5'|495.0|0.0
6|Drug And Alcohol Offenses|103|2013-2014|High School of the Future|High School|District|'9-12'|476.0|1.2605042016806722
0|Fire - Incendiary|110|2013-2014|William L. Sayre High School|High School|District|'9-12'|492.0|0.0
3|Vandalism|110|2013-2014|William L. Sayre High School|High School|District|'9-12'|492.0|0.6097560975609756
1|Drug And Alcohol Offenses|123|2013-2014|William C. Bryant School|K8 School|District|'K-8'|403.0|0.24813895781637718
7|Disorderly Conduct|126|2013-2014|Benjamin B. Comegys School|K8 School|District|'K-8'|516.0|1.3565891472868217
0|Suicide|134|2013-2014|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.0
0|Bomb Scare|136|2013-2014|Morton McMichael School|K8 School|District|'K-8'|400.0|0.0
13|Assaults|137|2013-2014|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|2.3172905525846703
6|Vandalism|137|2013-2014|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|1.0695187165775402
2|Theft|403|2013-2014|High School of Engineering and Science|High School|District|'9-12'|776.0|0.25773195876288657
2|Theft|403|2013-2014|High School of Engineering and Science|Middle School|District|'7-8'|125.0|1.6
0|Bomb Scare|453|2013-2014|Edward Gideon School|K8 School|District|'K-8'|286.0|0.0
0|Bomb Scare|456|2013-2014|William D. Kelley School|K8 School|District|'K-8'|399.0|0.0
0|Take Off|517|2013-2014|Julia de Burgos School|K8 School|District|'K-8'|865.0|0.0
2|Vandalism|533|2013-2014|William H. Hunter School|K8 School|District|'K-8'|527.0|0.3795066413662239
0|Burglary|543|2013-2014|Alternative Middle Years at James Martin |Middle School|District|'6-8'|419.0|0.0
0|Drug And Alcohol Offenses|548|2013-2014|General Philip Kearny School|K8 School|District|'K-8'|401.0|0.0
0|Suicide|402|2013-2014|Overbrook High School|High School|District|'9-12'|573.0|0.0
11|Threat|402|2013-2014|Overbrook High School|High School|District|'9-12'|573.0|1.9197207678883073
0|Bullying|103|2013-2014|High School of the Future|High School|District|'9-12'|476.0|0.0
0|Bullying|113|2013-2014|William T. Tilden School|Middle School|District|'5-8'|363.0|0.0
2|Threat|130|2013-2014|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.4056795131845842
1|Fire - Incendiary|137|2013-2014|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.17825311942959002
0|Drug And Alcohol Offenses|144|2013-2014|Penrose School|K8 School|District|'K-8'|590.0|0.0
0|Bullying|430|2013-2014|Edward Heston School|K8 School|District|'K-8'|529.0|0.0
0|Suicide|444|2013-2014|Dr. Ethel Allen School|K8 School|District|'K-8'|520.0|0.0
1|Weapons|444|2013-2014|Dr. Ethel Allen School|K8 School|District|'K-8'|520.0|0.19230769230769232
0|Morals Offenses|453|2013-2014|Edward Gideon School|K8 School|District|'K-8'|286.0|0.0
1|Weapons|453|2013-2014|Edward Gideon School|K8 School|District|'K-8'|286.0|0.34965034965034963
1|Assaults|508|2013-2014|Parkway Center City High School|High School|District|'9-12'|558.0|0.17921146953405018
0|Burglary|547|2013-2014|William Cramp School|Elementary School|District|'K-5'|515.0|0.0
0|Vandalism|234|2013-2014|General George A. McCall School|K8 School|District|'K-8'|716.0|0.0
0|Bomb Scare|262|2013-2014|Academy at Palumbo|High School|District|'9-12'|903.0|0.0
0|Morals Offenses|262|2013-2014|Academy at Palumbo|High School|District|'9-12'|903.0|0.0
2|Trespassing|262|2013-2014|Academy at Palumbo|High School|District|'9-12'|903.0|0.22148394241417496
0|Fire - Incendiary|263|2013-2014|George W. Sharswood School|K8 School|District|'K-8'|573.0|0.0
0|Weapons|263|2013-2014|George W. Sharswood School|K8 School|District|'K-8'|573.0|0.0
0|Fire - Incendiary|269|2013-2014|John H. Taggart School|K8 School|District|'K-8'|449.0|0.0
0|Take Off|272|2013-2014|Vare-Washington School|K8 School|District|'K-8'|363.0|0.0
0|Fire - Incendiary|634|2013-2014|Joseph Pennell School|Elementary School|District|'K-5'|407.0|0.0
0|Bullying|645|2013-2014|James Dobson School|K8 School|District|'K-8'|289.0|0.0
0|Harassment|646|2013-2014|Hill-Freedman World Academy|High School|District|'9-12'|332.0|0.0
0|Harassment|646|2013-2014|Hill-Freedman World Academy|Middle School|District|'6-8'|326.0|0.0
0|Fire - Incendiary|647|2013-2014|John B. Kelly School|Elementary School|District|'K-5'|666.0|0.0
0|Trespassing|654|2013-2014|Lankenau High School|High School|District|'9-12'|352.0|0.0
10|Threat|701|2013-2014|Frankford High School|High School|District|'9-12'|1088.0|0.9191176470588235
0|Take Off|711|2013-2014|Warren G. Harding School|Middle School|District|'6-8'|709.0|0.0
0|Bomb Scare|713|2013-2014|General Louis Wagner School|Middle School|District|'6-8'|521.0|0.0
0|Trespassing|720|2013-2014|Clara Barton School|Elementary School|District|'K-2'|757.0|0.0
0|Suicide|722|2013-2014|Laura H. Carnell School|Elementary School|District|'K-5'|973.0|0.0
0|Bomb Scare|726|2013-2014|Ellwood School|Elementary School|District|'K-5'|315.0|0.0
0|Drug And Alcohol Offenses|733|2013-2014|Henry W. Lawton School|Elementary School|District|'K-5'|758.0|0.0
1|Robbery|737|2013-2014|Grover Washington, Jr. School|Middle School|District|'5-8'|541.0|0.18484288354898337
16|Assaults|200|2013-2014|South Philadelphia High School|High School|District|'9-12'|611.0|2.618657937806874
6|Drug And Alcohol Offenses|201|2013-2014|Benjamin Franklin High School|High School|District|'9-12'|547.0|1.0968921389396709
6|Threat|226|2013-2014|George W. Childs School|K8 School|District|'K-8'|554.0|1.0830324909747293
0|Vandalism|248|2013-2014|Chester A. Arthur School|K8 School|District|'K-8'|251.0|0.0
1|Theft|254|2013-2014|Francis S. Key School|Elementary School|District|'K-6'|467.0|0.21413276231263384
1|Assaults|262|2013-2014|Academy at Palumbo|High School|District|'9-12'|903.0|0.11074197120708748
0|Bullying|272|2013-2014|Vare-Washington School|K8 School|District|'K-8'|363.0|0.0
0|Burglary|804|2013-2014|Arts Academy at Benjamin Rush|High School|District|'9-12'|606.0|0.0
0|Harassment|812|2013-2014|Woodrow Wilson School|Middle School|District|'6-8'|1299.0|0.0
0|Fire - Incendiary|820|2013-2014|Ethan Allen School |K8 School|District|'K-8'|945.0|0.0
0|Fire - Incendiary|826|2013-2014|Fox Chase School|Elementary School|District|'K-5'|485.0|0.0
7|Morals Offenses|830|2013-2014|Mayfair School|K8 School|District|'K-8'|1421.0|0.49261083743842365
0|Take Off|835|2013-2014|Gilbert Spruance School|K8 School|District|'K-8'|1504.0|0.0
0|Bomb Scare|840|2013-2014|Anne Frank School|Elementary School|District|'K-5'|1284.0|0.0
2|Drug And Alcohol Offenses|841|2013-2014|Robert B. Pollock School|Elementary School|District|'K-6'|663.0|0.30165912518853694
1|Assaults|842|2013-2014|Stephen Decatur School|K8 School|District|'K-8'|1029.0|0.09718172983479106
0|Burglary|843|2013-2014|Joseph Greenberg School|K8 School|District|'K-8'|753.0|0.0
0|Bomb Scare|549|2013-2014|Cayuga School|Elementary School|District|'K-5'|466.0|0.0
0|Harassment|549|2013-2014|Cayuga School|Elementary School|District|'K-5'|466.0|0.0
1|Morals Offenses|550|2013-2014|Thurgood Marshall School|K8 School|District|'K-8'|797.0|0.12547051442910917
11|Assaults|568|2013-2014|Honorable Luis Munoz-Marin School|K8 School|District|'K-8'|641.0|1.71606864274571
0|Bomb Scare|631|2013-2014|John F. McCloskey School|K8 School|District|'K-8'|521.0|0.0
0|Bomb Scare|634|2013-2014|Joseph Pennell School|Elementary School|District|'K-5'|407.0|0.0
6|Disorderly Conduct|638|2013-2014|Shawmont School|K8 School|District|'K-8'|501.0|1.1976047904191616
2|Disorderly Conduct|645|2013-2014|James Dobson School|K8 School|District|'K-8'|289.0|0.6920415224913494
0|Suicide|646|2013-2014|Hill-Freedman World Academy|High School|District|'9-12'|332.0|0.0
0|Suicide|646|2013-2014|Hill-Freedman World Academy|Middle School|District|'6-8'|326.0|0.0
0|Theft|646|2013-2014|Hill-Freedman World Academy|High School|District|'9-12'|332.0|0.0
0|Theft|646|2013-2014|Hill-Freedman World Academy|Middle School|District|'6-8'|326.0|0.0
5|Suicide|711|2013-2014|Warren G. Harding School|Middle School|District|'6-8'|709.0|0.7052186177715092
0|Burglary|234|2013-2014|General George A. McCall School|K8 School|District|'K-8'|716.0|0.0
0|Bomb Scare|245|2013-2014|Edwin M. Stanton School|K8 School|District|'K-8'|261.0|0.0
3|Assaults|251|2013-2014|Andrew Jackson School|K8 School|District|'K-8'|566.0|0.5300353356890459
0|Bullying|251|2013-2014|Andrew Jackson School|K8 School|District|'K-8'|566.0|0.0
0|Morals Offenses|251|2013-2014|Andrew Jackson School|K8 School|District|'K-8'|566.0|0.0
1|Theft|263|2013-2014|George W. Sharswood School|K8 School|District|'K-8'|573.0|0.17452006980802792
1|Burglary|264|2013-2014|Southwark School|K8 School|District|'K-8'|741.0|0.1349527665317139
1|Drug And Alcohol Offenses|264|2013-2014|Southwark School|K8 School|District|'K-8'|741.0|0.1349527665317139
0|Morals Offenses|555|2013-2014|Kensington Health Sciences Academy|High School|District|'9-12'|467.0|0.0
0|Weapons|556|2013-2014|Spring Garden School|K8 School|District|'K-8'|278.0|0.0
3|Threat|568|2013-2014|Honorable Luis Munoz-Marin School|K8 School|District|'K-8'|641.0|0.46801872074882994
3|Threat|609|2013-2014|A. Philip Randolph Career and Technical High School|High School|District|'9-12'|518.0|0.5791505791505791
0|Drug And Alcohol Offenses|620|2013-2014|Anna B. Day School|K8 School|District|'K-8'|513.0|0.0
1|Burglary|625|2013-2014|Charles W. Henry School|K8 School|District|'K-8'|479.0|0.20876826722338204
0|Suicide|636|2013-2014|Theodore Roosevelt School|K8 School|District|'K-8'|581.0|0.0
0|Harassment|644|2013-2014|Anna L. Lingelbach School|K8 School|District|'K-8'|459.0|0.0
0|Trespassing|646|2013-2014|Hill-Freedman World Academy|High School|District|'9-12'|332.0|0.0
0|Trespassing|646|2013-2014|Hill-Freedman World Academy|Middle School|District|'6-8'|326.0|0.0
0|Burglary|647|2013-2014|John B. Kelly School|Elementary School|District|'K-5'|666.0|0.0
0|Suicide|712|2013-2014|Samuel Fels High School|High School|District|'9-12'|988.0|0.0
1|Assaults|804|2013-2014|Arts Academy at Benjamin Rush|High School|District|'9-12'|606.0|0.16501650165016502
0|Bomb Scare|804|2013-2014|Arts Academy at Benjamin Rush|High School|District|'9-12'|606.0|0.0
0|Threat|427|2013-2014|William Dick School|K8 School|District|'K-8'|554.0|0.0
1|Drug And Alcohol Offenses|814|2013-2014|Austin Meehan School|Middle School|District|'7-8'|578.0|0.17301038062283736
0|Trespassing|820|2013-2014|Ethan Allen School |K8 School|District|'K-8'|945.0|0.0
0|Bullying|836|2013-2014|Rhawnhurst School|Elementary School|District|'K-5'|607.0|0.0
0|Bullying|838|2013-2014|Louis H. Farrell School|K8 School|District|'K-8'|1088.0|0.0
0|Harassment|838|2013-2014|Louis H. Farrell School|K8 School|District|'K-8'|1088.0|0.0
0|Bomb Scare|839|2013-2014|A.L. Fitzpatrick School|K8 School|District|'K-8'|830.0|0.0
2|Vandalism|839|2013-2014|A.L. Fitzpatrick School|K8 School|District|'K-8'|830.0|0.24096385542168675
0|Burglary|841|2013-2014|Robert B. Pollock School|Elementary School|District|'K-6'|663.0|0.0
0|Weapons|438|2013-2014|Thomas M. Peirce School|Elementary School|District|'K-6'|475.0|0.0
0|Vandalism|158|2013-2014|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.0
0|Take Off|221|2013-2014|Bache-Martin School|K8 School|District|'K-8'|479.0|0.0
3|Weapons|226|2013-2014|George W. Childs School|K8 School|District|'K-8'|554.0|0.5415162454873647
0|Threat|251|2013-2014|Andrew Jackson School|K8 School|District|'K-8'|566.0|0.0
0|Fire - Incendiary|252|2013-2014|Abram S. Jenks School|Elementary School|District|'K-5'|308.0|0.0
0|Trespassing|258|2013-2014|Eliza B. Kirkbride School|K8 School|District|'K-8'|554.0|0.0
0|Robbery|267|2013-2014|Constitution High School|High School|District|'9-12'|372.0|0.0
0|Trespassing|269|2013-2014|John H. Taggart School|K8 School|District|'K-8'|449.0|0.0
0|Burglary|738|2013-2014|Alexander K. McClure School|Elementary School|District|'K-5'|630.0|0.0
9|Weapons|801|2013-2014|Abraham Lincoln High School|High School|District|'9-12'|1527.0|0.5893909626719057
27|Disorderly Conduct|803|2013-2014|George Washington High School|High School|District|'9-12'|1314.0|2.0547945205479454
0|Theft|838|2013-2014|Louis H. Farrell School|K8 School|District|'K-8'|1088.0|0.0
1|Suicide|547|2013-2014|William Cramp School|Elementary School|District|'K-5'|515.0|0.1941747572815534
0|Fire - Incendiary|601|2013-2014|Central High School|High School|District|'9-12'|2315.0|0.0
1|Theft|601|2013-2014|Central High School|High School|District|'9-12'|2315.0|0.04319654427645788
14|Assaults|603|2013-2014|Roxborough High School|High School|District|'9-12'|624.0|2.2435897435897436
7|Drug And Alcohol Offenses|606|2013-2014|Martin Luther King High School|High School|District|'9-12'|888.0|0.7882882882882883
0|Burglary|621|2013-2014|Franklin S. Edmonds School|Elementary School|District|'K-6'|516.0|0.0
3|Disorderly Conduct|622|2013-2014|Eleanor C. Emlen School|Elementary School|District|'K-5'|418.0|0.7177033492822966
0|Drug And Alcohol Offenses|622|2013-2014|Eleanor C. Emlen School|Elementary School|District|'K-5'|418.0|0.0
0|Robbery|622|2013-2014|Eleanor C. Emlen School|Elementary School|District|'K-5'|418.0|0.0
0|Suicide|622|2013-2014|Eleanor C. Emlen School|Elementary School|District|'K-5'|418.0|0.0
0|Bomb Scare|635|2013-2014|Samuel Pennypacker School|Elementary School|District|'K-6'|395.0|0.0
0|Bomb Scare|638|2013-2014|Shawmont School|K8 School|District|'K-8'|501.0|0.0
0|Trespassing|639|2013-2014|Edward T. Steel School|K8 School|District|'K-8'|592.0|0.0
1|Assaults|648|2013-2014|Academy for the Middle Years at Northwest|Middle School|District|'6-8'|313.0|0.3194888178913738
0|Robbery|654|2013-2014|Lankenau High School|High School|District|'9-12'|352.0|0.0
24|Disorderly Conduct|701|2013-2014|Frankford High School|High School|District|'9-12'|1088.0|2.2058823529411766
10|Assaults|722|2013-2014|Laura H. Carnell School|Elementary School|District|'K-5'|973.0|1.027749229188078
0|Bomb Scare|735|2013-2014|James R. Lowell School|Elementary School|District|'K-4'|766.0|0.0
7|Assaults|740|2013-2014|Olney School|K8 School|District|'K-8'|836.0|0.8373205741626795
0|Take Off|740|2013-2014|Olney School|K8 School|District|'K-8'|836.0|0.0
0|Fire - Incendiary|753|2013-2014|William Rowen School|Elementary School|District|'K-5'|495.0|0.0
17|Assaults|802|2013-2014|Northeast High School|High School|District|'9-12'|3386.0|0.5020673360897815
9|Vandalism|812|2013-2014|Woodrow Wilson School|Middle School|District|'6-8'|1299.0|0.6928406466512702
0|Take Off|816|2013-2014|Baldi School|Middle School|District|'6-8'|1379.0|0.0
1|Threat|820|2013-2014|Ethan Allen School |K8 School|District|'K-8'|945.0|0.10582010582010581
0|Morals Offenses|821|2013-2014|Joseph H. Brown School|Elementary School|District|'K-6'|581.0|0.0
0|Drug And Alcohol Offenses|824|2013-2014|Hamilton Disston School|K8 School|District|'K-8'|880.0|0.0
1|Assaults|843|2013-2014|Joseph Greenberg School|K8 School|District|'K-8'|753.0|0.13280212483399734
0|Fire - Incendiary|843|2013-2014|Joseph Greenberg School|K8 School|District|'K-8'|753.0|0.0
1|Disorderly Conduct|448|2013-2014|Overbrook Educational Center|K8 School|District|'K-8'|268.0|0.373134328358209
3|Morals Offenses|502|2013-2014|Thomas A. Edison High School|High School|District|'9-12'|1053.0|0.2849002849002849
5|Assaults|505|2013-2014|Philadelphia Military Academy|High School|District|'9-12'|247.0|2.0242914979757085
0|Suicide|506|2013-2014|Jules E. Mastbaum Area Vocational Technical High School|High School|District|'9-12'|755.0|0.0
0|Robbery|515|2013-2014|William W. Bodine High School|High School|District|'9-12'|513.0|0.0
4|Morals Offenses|516|2013-2014|Penn Treaty High School|High School|District|'9-12'|346.0|1.1560693641618498
4|Morals Offenses|516|2013-2014|Penn Treaty High School|Middle School|District|'6-8'|216.0|1.8518518518518519
0|Weapons|520|2013-2014|Alexander Adaire School|K8 School|District|'K-8'|343.0|0.0
4|Assaults|532|2013-2014|John F. Hartranft School|K8 School|District|'K-8'|520.0|0.7692307692307693
0|Harassment|532|2013-2014|John F. Hartranft School|K8 School|District|'K-8'|520.0|0.0
0|Fire - Incendiary|534|2013-2014|James R. Ludlow School|K8 School|District|'K-8'|312.0|0.0
0|Trespassing|540|2013-2014|Richmond School|Elementary School|District|'K-5'|673.0|0.0
0|Theft|541|2013-2014|Isaac A. Sheppard School|Elementary School|District|'K-4'|187.0|0.0
4|Vandalism|543|2013-2014|Alternative Middle Years at James Martin |Middle School|District|'6-8'|419.0|0.954653937947494
2|Vandalism|544|2013-2014|Frances E. Willard School|Elementary School|District|'K-4'|738.0|0.27100271002710025
0|Fire - Incendiary|553|2013-2014|Philip H. Sheridan School|Elementary School|District|'K-4'|730.0|0.0
0|Harassment|103|2013-2014|High School of the Future|High School|District|'9-12'|476.0|0.0
0|Take Off|103|2013-2014|High School of the Future|High School|District|'9-12'|476.0|0.0
2|Drug And Alcohol Offenses|119|2013-2014|Motivation High School|High School|District|'9-12'|387.0|0.5167958656330749
0|Morals Offenses|125|2013-2014|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
0|Weapons|125|2013-2014|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
1|Threat|137|2013-2014|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.17825311942959002
0|Bullying|140|2013-2014|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
22|Disorderly Conduct|147|2013-2014|Alain Locke School|K8 School|District|'K-8'|447.0|4.921700223713646
3|Assaults|202|2013-2014|High School for Creative and Performing Arts School|High School|District|'9-12'|693.0|0.4329004329004329
0|Drug And Alcohol Offenses|505|2013-2014|Philadelphia Military Academy|High School|District|'9-12'|247.0|0.0
0|Take Off|515|2013-2014|William W. Bodine High School|High School|District|'9-12'|513.0|0.0
0|Fire - Incendiary|540|2013-2014|Richmond School|Elementary School|District|'K-5'|673.0|0.0
