INCIDENT_COUNT|INCIDENT_TYPE|SCHOOL_ID|SCHOOL_YEAR|School|Rpt Type Long|Governance|Grades Served|Enrollment|Incident_rate
1|Burglary|814|2013-2014|Austin Meehan School|Middle School|District|'7-8'|578.0|0.17301038062283736
6|Disorderly Conduct|825|2013-2014|Edwin Forrest School|Elementary School|District|'K-6'|1186.0|0.5059021922428331
0|Harassment|830|2013-2014|Mayfair School|K8 School|District|'K-8'|1421.0|0.0
0|Take Off|830|2013-2014|Mayfair School|K8 School|District|'K-8'|1421.0|0.0
0|Robbery|836|2013-2014|Rhawnhurst School|Elementary School|District|'K-5'|607.0|0.0
0|Theft|837|2013-2014|Watson Comly School|Elementary School|District|'K-5'|491.0|0.0
0|Weapons|844|2013-2014|William H. Loesche School|Elementary School|District|'K-5'|769.0|0.0
2|Theft|722|2013-2014|Laura H. Carnell School|Elementary School|District|'K-5'|973.0|0.20554984583761562
0|Threat|119|2013-2014|Motivation High School|High School|District|'9-12'|387.0|0.0
1|Weapons|129|2013-2014|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.17035775127768313
0|Burglary|130|2013-2014|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.0
0|Morals Offenses|135|2013-2014|William C. Longstreth School|K8 School|District|'K-8'|498.0|0.0
2|Burglary|137|2013-2014|S. Weir Mitchell School|K8 School|District|'K-8'|561.0|0.35650623885918004
0|Morals Offenses|139|2013-2014|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Trespassing|139|2013-2014|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Bomb Scare|141|2013-2014|James Rhoads School|K8 School|District|'K-8'|563.0|0.0
1|Burglary|141|2013-2014|James Rhoads School|K8 School|District|'K-8'|563.0|0.17761989342806395
0|Fire - Incendiary|147|2013-2014|Alain Locke School|K8 School|District|'K-8'|447.0|0.0
0|Vandalism|644|2013-2014|Anna L. Lingelbach School|K8 School|District|'K-8'|459.0|0.0
0|Take Off|646|2013-2014|Hill-Freedman World Academy|High School|District|'9-12'|332.0|0.0
0|Take Off|646|2013-2014|Hill-Freedman World Academy|Middle School|District|'6-8'|326.0|0.0
0|Burglary|711|2013-2014|Warren G. Harding School|Middle School|District|'6-8'|709.0|0.0
0|Bullying|720|2013-2014|Clara Barton School|Elementary School|District|'K-2'|757.0|0.0
2|Vandalism|728|2013-2014|Benjamin Franklin School|K8 School|District|'K-8'|984.0|0.2032520325203252
0|Suicide|736|2013-2014|John Marshall School|Elementary School|District|'K-5'|425.0|0.0
0|Take Off|739|2013-2014|Andrew J. Morrison School|K8 School|District|'K-8'|723.0|0.0
0|Trespassing|749|2013-2014|Prince Hall School|Elementary School|District|'K-5'|574.0|0.0
0|Harassment|814|2013-2014|Austin Meehan School|Middle School|District|'7-8'|578.0|0.0
1|Harassment|820|2013-2014|Ethan Allen School |K8 School|District|'K-8'|945.0|0.10582010582010581
0|Burglary|821|2013-2014|Joseph H. Brown School|Elementary School|District|'K-6'|581.0|0.0
0|Morals Offenses|824|2013-2014|Hamilton Disston School|K8 School|District|'K-8'|880.0|0.0
3|Vandalism|221|2013-2014|Bache-Martin School|K8 School|District|'K-8'|479.0|0.6263048016701461
3|Weapons|229|2013-2014|Franklin Learning Center|High School|District|'9-12'|871.0|0.34443168771526983
0|Assaults|234|2013-2014|General George A. McCall School|K8 School|District|'K-8'|716.0|0.0
0|Morals Offenses|234|2013-2014|General George A. McCall School|K8 School|District|'K-8'|716.0|0.0
1|Harassment|237|2013-2014|Delaplaine McDaniel School|K8 School|District|'K-8'|603.0|0.16583747927031509
0|Bullying|239|2013-2014|Robert Morris School|K8 School|District|'K-8'|295.0|0.0
38|Disorderly Conduct|239|2013-2014|Robert Morris School|K8 School|District|'K-8'|295.0|12.88135593220339
0|Take Off|247|2013-2014|Albert M. Greenfield School|K8 School|District|'K-8'|622.0|0.0
2|Weapons|251|2013-2014|Andrew Jackson School|K8 School|District|'K-8'|566.0|0.35335689045936397
0|Trespassing|254|2013-2014|Francis S. Key School|Elementary School|District|'K-6'|467.0|0.0
0|Bullying|258|2013-2014|Eliza B. Kirkbride School|K8 School|District|'K-8'|554.0|0.0
0|Bullying|265|2013-2014|Science Leadership Academy|High School|District|'9-12'|492.0|0.0
0|Morals Offenses|267|2013-2014|Constitution High School|High School|District|'9-12'|372.0|0.0
0|Bullying|263|2013-2014|George W. Sharswood School|K8 School|District|'K-8'|573.0|0.0
0|Weapons|645|2013-2014|James Dobson School|K8 School|District|'K-8'|289.0|0.0
0|Harassment|715|2013-2014|Juniata Park Academy|K8 School|District|'K-8'|1189.0|0.0
0|Harassment|727|2013-2014|Thomas K. Finletter School|K8 School|District|'K-8'|744.0|0.0
3|Vandalism|735|2013-2014|James R. Lowell School|Elementary School|District|'K-4'|766.0|0.391644908616188
0|Suicide|738|2013-2014|Alexander K. McClure School|Elementary School|District|'K-5'|630.0|0.0
1|Theft|738|2013-2014|Alexander K. McClure School|Elementary School|District|'K-5'|630.0|0.15873015873015872
0|Fire - Incendiary|739|2013-2014|Andrew J. Morrison School|K8 School|District|'K-8'|723.0|0.0
0|Bullying|744|2013-2014|Bayard Taylor School|Elementary School|District|'K-5'|560.0|0.0
0|Harassment|744|2013-2014|Bayard Taylor School|Elementary School|District|'K-5'|560.0|0.0
1|Suicide|744|2013-2014|Bayard Taylor School|Elementary School|District|'K-5'|560.0|0.17857142857142858
0|Drug And Alcohol Offenses|749|2013-2014|Prince Hall School|Elementary School|District|'K-5'|574.0|0.0
0|Suicide|750|2013-2014|Feltonville School of Arts and Sciences|Middle School|District|'6-8'|555.0|0.0
0|Robbery|753|2013-2014|William Rowen School|Elementary School|District|'K-5'|495.0|0.0
15|Threat|803|2013-2014|George Washington High School|High School|District|'9-12'|1314.0|1.1415525114155252
6|Threat|809|2013-2014|Swenson Arts and Technology High School|High School|District|'9-12'|668.0|0.8982035928143712
0|Trespassing|816|2013-2014|Baldi School|Middle School|District|'6-8'|1379.0|0.0
0|Suicide|824|2013-2014|Hamilton Disston School|K8 School|District|'K-8'|880.0|0.0
2|Threat|826|2013-2014|Fox Chase School|Elementary School|District|'K-5'|485.0|0.41237113402061853
0|Theft|830|2013-2014|Mayfair School|K8 School|District|'K-8'|1421.0|0.0
0|Threat|836|2013-2014|Rhawnhurst School|Elementary School|District|'K-5'|607.0|0.0
0|Trespassing|837|2013-2014|Watson Comly School|Elementary School|District|'K-5'|491.0|0.0
0|Suicide|841|2013-2014|Robert B. Pollock School|Elementary School|District|'K-6'|663.0|0.0
0|Drug And Alcohol Offenses|844|2013-2014|William H. Loesche School|Elementary School|District|'K-5'|769.0|0.0
1|Disorderly Conduct|856|2013-2014|The Workshop School|High School|District|'9-12'|230.0|0.43478260869565216
1|Morals Offenses|403|2013-2014|High School of Engineering and Science|High School|District|'9-12'|776.0|0.12886597938144329
1|Morals Offenses|403|2013-2014|High School of Engineering and Science|Middle School|District|'7-8'|125.0|0.8
0|Take Off|422|2013-2014|James G. Blaine School|K8 School|District|'K-8'|464.0|0.0
3|Trespassing|435|2013-2014|E. Washington Rhodes School|K8 School|District|'K-8'|580.0|0.5172413793103449
0|Harassment|444|2013-2014|Dr. Ethel Allen School|K8 School|District|'K-8'|520.0|0.0
0|Burglary|447|2013-2014|Richard R. Wright School|Elementary School|District|'K-5'|355.0|0.0
1|Vandalism|238|2013-2014|William M. Meredith School|K8 School|District|'K-8'|614.0|0.16286644951140064
0|Burglary|248|2013-2014|Chester A. Arthur School|K8 School|District|'K-8'|251.0|0.0
0|Suicide|249|2013-2014|Laura W. Waring School|K8 School|District|'K-8'|321.0|0.0
0|Fire - Incendiary|258|2013-2014|Eliza B. Kirkbride School|K8 School|District|'K-8'|554.0|0.0
0|Robbery|258|2013-2014|Eliza B. Kirkbride School|K8 School|District|'K-8'|554.0|0.0
0|Burglary|262|2013-2014|Academy at Palumbo|High School|District|'9-12'|903.0|0.0
0|Burglary|265|2013-2014|Science Leadership Academy|High School|District|'9-12'|492.0|0.0
0|Bomb Scare|835|2013-2014|Gilbert Spruance School|K8 School|District|'K-8'|1504.0|0.0
0|Take Off|837|2013-2014|Watson Comly School|Elementary School|District|'K-5'|491.0|0.0
0|Harassment|841|2013-2014|Robert B. Pollock School|Elementary School|District|'K-6'|663.0|0.0
0|Drug And Alcohol Offenses|842|2013-2014|Stephen Decatur School|K8 School|District|'K-8'|1029.0|0.0
2|Drug And Alcohol Offenses|856|2013-2014|The Workshop School|High School|District|'9-12'|230.0|0.8695652173913043
10|Weapons|101|2013-2014|John Bartram High School|High School|District|'9-12'|601.0|1.663893510815308
4|Weapons|102|2013-2014|West Philadelphia High School|High School|District|'9-12'|483.0|0.8281573498964804
0|Suicide|103|2013-2014|High School of the Future|High School|District|'9-12'|476.0|0.0
0|Suicide|125|2013-2014|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
0|Theft|136|2013-2014|Morton McMichael School|K8 School|District|'K-8'|400.0|0.0
0|Bullying|146|2013-2014|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.0
1|Bomb Scare|403|2013-2014|High School of Engineering and Science|High School|District|'9-12'|776.0|0.12886597938144329
1|Bomb Scare|403|2013-2014|High School of Engineering and Science|Middle School|District|'7-8'|125.0|0.8
0|Trespassing|403|2013-2014|High School of Engineering and Science|High School|District|'9-12'|776.0|0.0
0|Trespassing|403|2013-2014|High School of Engineering and Science|Middle School|District|'7-8'|125.0|0.0
1|Morals Offenses|424|2013-2014|Lewis C. Cassidy Academics Plus School|K8 School|District|'K-7'|477.0|0.20964360587002095
13|Disorderly Conduct|444|2013-2014|Dr. Ethel Allen School|K8 School|District|'K-8'|520.0|2.5
2|Threat|444|2013-2014|Dr. Ethel Allen School|K8 School|District|'K-8'|520.0|0.38461538461538464
9|Disorderly Conduct|446|2013-2014|Tanner G. Duckrey School|K8 School|District|'K-8'|635.0|1.4173228346456692
1|Suicide|447|2013-2014|Richard R. Wright School|Elementary School|District|'K-5'|355.0|0.28169014084507044
2|Vandalism|507|2013-2014|Parkway Northwest High School|High School|District|'9-12'|246.0|0.8130081300813008
0|Burglary|414|2013-2014|Strawberry Mansion High School|High School|District|'9-12'|312.0|0.0
17|Disorderly Conduct|414|2013-2014|Strawberry Mansion High School|High School|District|'9-12'|312.0|5.448717948717949
0|Weapons|422|2013-2014|James G. Blaine School|K8 School|District|'K-8'|464.0|0.0
2|Disorderly Conduct|427|2013-2014|William Dick School|K8 School|District|'K-8'|554.0|0.36101083032490977
2|Weapons|432|2013-2014|Robert E. Lamberton School|K8 School|District|'K-8'|528.0|0.3787878787878788
0|Burglary|438|2013-2014|Thomas M. Peirce School|Elementary School|District|'K-6'|475.0|0.0
1|Morals Offenses|438|2013-2014|Thomas M. Peirce School|Elementary School|District|'K-6'|475.0|0.21052631578947367
4|Theft|502|2013-2014|Thomas A. Edison High School|High School|District|'9-12'|1053.0|0.3798670465337132
0|Bomb Scare|507|2013-2014|Parkway Northwest High School|High School|District|'9-12'|246.0|0.0
0|Bomb Scare|508|2013-2014|Parkway Center City High School|High School|District|'9-12'|558.0|0.0
4|Disorderly Conduct|508|2013-2014|Parkway Center City High School|High School|District|'9-12'|558.0|0.7168458781362007
2|Threat|533|2013-2014|William H. Hunter School|K8 School|District|'K-8'|527.0|0.3795066413662239
0|Fire - Incendiary|535|2013-2014|William McKinley School|K8 School|District|'K-8'|460.0|0.0
1|Harassment|540|2013-2014|Richmond School|Elementary School|District|'K-5'|673.0|0.1485884101040119
0|Threat|509|2013-2014|Parkway West High School|High School|District|'9-12'|258.0|0.0
3|Disorderly Conduct|515|2013-2014|William W. Bodine High School|High School|District|'9-12'|513.0|0.5847953216374269
0|Harassment|515|2013-2014|William W. Bodine High School|High School|District|'9-12'|513.0|0.0
1|Harassment|517|2013-2014|Julia de Burgos School|K8 School|District|'K-8'|865.0|0.11560693641618497
1|Theft|517|2013-2014|Julia de Burgos School|K8 School|District|'K-8'|865.0|0.11560693641618497
0|Suicide|521|2013-2014|Henry A. Brown School|K8 School|District|'K-8'|524.0|0.0
0|Assaults|541|2013-2014|Isaac A. Sheppard School|Elementary School|District|'K-4'|187.0|0.0
2|Vandalism|542|2013-2014|John Welsh School|K8 School|District|'K-8'|404.0|0.49504950495049505
1|Harassment|603|2013-2014|Roxborough High School|High School|District|'9-12'|624.0|0.16025641025641027
1|Assaults|605|2013-2014|Philadelphia High School for Girls|High School|District|'9-12'|1013.0|0.09871668311944719
1|Robbery|609|2013-2014|A. Philip Randolph Career and Technical High School|High School|District|'9-12'|518.0|0.19305019305019305
28|Disorderly Conduct|402|2013-2014|Overbrook High School|High School|District|'9-12'|573.0|4.886561954624782
4|Disorderly Conduct|403|2013-2014|High School of Engineering and Science|High School|District|'9-12'|776.0|0.5154639175257731
4|Disorderly Conduct|403|2013-2014|High School of Engineering and Science|Middle School|District|'7-8'|125.0|3.2
0|Weapons|427|2013-2014|William Dick School|K8 School|District|'K-8'|554.0|0.0
1|Robbery|444|2013-2014|Dr. Ethel Allen School|K8 School|District|'K-8'|520.0|0.19230769230769232
4|Vandalism|444|2013-2014|Dr. Ethel Allen School|K8 School|District|'K-8'|520.0|0.7692307692307693
1|Threat|447|2013-2014|Richard R. Wright School|Elementary School|District|'K-5'|355.0|0.28169014084507044
0|Vandalism|447|2013-2014|Richard R. Wright School|Elementary School|District|'K-5'|355.0|0.0
0|Burglary|457|2013-2014|General George G. Meade School|K8 School|District|'K-8'|384.0|0.0
0|Bullying|101|2013-2014|John Bartram High School|High School|District|'9-12'|601.0|0.0
11|Vandalism|103|2013-2014|High School of the Future|High School|District|'9-12'|476.0|2.310924369747899
0|Suicide|119|2013-2014|Motivation High School|High School|District|'9-12'|387.0|0.0
15|Disorderly Conduct|120|2013-2014|John Barry School|K8 School|District|'K-8'|694.0|2.161383285302594
20|Disorderly Conduct|134|2013-2014|Henry C. Lea School|K8 School|District|'K-8'|526.0|3.802281368821293
1|Morals Offenses|134|2013-2014|Henry C. Lea School|K8 School|District|'K-8'|526.0|0.19011406844106463
1|Theft|138|2013-2014|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.1579778830963665
2|Morals Offenses|141|2013-2014|James Rhoads School|K8 School|District|'K-8'|563.0|0.3552397868561279
16|Drug And Alcohol Offenses|402|2013-2014|Overbrook High School|High School|District|'9-12'|573.0|2.7923211169284468
0|Fire - Incendiary|403|2013-2014|High School of Engineering and Science|High School|District|'9-12'|776.0|0.0
0|Fire - Incendiary|403|2013-2014|High School of Engineering and Science|Middle School|District|'7-8'|125.0|0.0
3|Threat|406|2013-2014|Murrell Dobbins Career and Technical High School|High School|District|'9-12'|610.0|0.4918032786885246
0|Bullying|456|2013-2014|William D. Kelley School|K8 School|District|'K-8'|399.0|0.0
0|Harassment|456|2013-2014|William D. Kelley School|K8 School|District|'K-8'|399.0|0.0
2|Drug And Alcohol Offenses|515|2013-2014|William W. Bodine High School|High School|District|'9-12'|513.0|0.3898635477582846
1|Suicide|516|2013-2014|Penn Treaty High School|High School|District|'9-12'|346.0|0.28901734104046245
1|Suicide|516|2013-2014|Penn Treaty High School|Middle School|District|'6-8'|216.0|0.46296296296296297
0|Harassment|520|2013-2014|Alexander Adaire School|K8 School|District|'K-8'|343.0|0.0
1|Burglary|523|2013-2014|Russell H. Conwell School|Middle School|District|'5-8'|413.0|0.24213075060532688
1|Harassment|523|2013-2014|Russell H. Conwell School|Middle School|District|'5-8'|413.0|0.24213075060532688
0|Trespassing|149|2013-2014|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.0
0|Drug And Alcohol Offenses|221|2013-2014|Bache-Martin School|K8 School|District|'K-8'|479.0|0.0
11|Disorderly Conduct|224|2013-2014|F. Amedee Bregy School|K8 School|District|'K-8'|347.0|3.170028818443804
0|Morals Offenses|226|2013-2014|George W. Childs School|K8 School|District|'K-8'|554.0|0.0
1|Theft|238|2013-2014|William M. Meredith School|K8 School|District|'K-8'|614.0|0.16286644951140064
1|Bomb Scare|239|2013-2014|Robert Morris School|K8 School|District|'K-8'|295.0|0.3389830508474576
0|Vandalism|241|2013-2014|Girard Academic Music Program|High School|District|'9-12'|239.0|0.0
0|Vandalism|241|2013-2014|Girard Academic Music Program|Middle School|District|'5-8'|333.0|0.0
0|Trespassing|245|2013-2014|Edwin M. Stanton School|K8 School|District|'K-8'|261.0|0.0
0|Threat|254|2013-2014|Francis S. Key School|Elementary School|District|'K-6'|467.0|0.0
2|Assaults|259|2013-2014|George W. Nebinger School|K8 School|District|'K-8'|365.0|0.547945205479452
1|Disorderly Conduct|601|2013-2014|Central High School|High School|District|'9-12'|2315.0|0.04319654427645788
0|Threat|626|2013-2014|Henry H. Houston School|K8 School|District|'K-8'|387.0|0.0
1|Theft|632|2013-2014|Thomas Mifflin School|K8 School|District|'K-8'|300.0|0.3333333333333333
0|Trespassing|641|2013-2014|Cook-Wissahickon School|K8 School|District|'K-8'|460.0|0.0
1|Weapons|646|2013-2014|Hill-Freedman World Academy|High School|District|'9-12'|332.0|0.30120481927710846
1|Weapons|646|2013-2014|Hill-Freedman World Academy|Middle School|District|'6-8'|326.0|0.3067484662576687
0|Fire - Incendiary|648|2013-2014|Academy for the Middle Years at Northwest|Middle School|District|'6-8'|313.0|0.0
5|Robbery|711|2013-2014|Warren G. Harding School|Middle School|District|'6-8'|709.0|0.7052186177715092
0|Bomb Scare|722|2013-2014|Laura H. Carnell School|Elementary School|District|'K-5'|973.0|0.0
1|Morals Offenses|727|2013-2014|Thomas K. Finletter School|K8 School|District|'K-8'|744.0|0.13440860215053763
0|Morals Offenses|505|2013-2014|Philadelphia Military Academy|High School|District|'9-12'|247.0|0.0
0|Take Off|508|2013-2014|Parkway Center City High School|High School|District|'9-12'|558.0|0.0
0|Bomb Scare|535|2013-2014|William McKinley School|K8 School|District|'K-8'|460.0|0.0
4|Assaults|539|2013-2014|Potter-Thomas School|K8 School|District|'K-8'|572.0|0.6993006993006993
0|Suicide|540|2013-2014|Richmond School|Elementary School|District|'K-5'|673.0|0.0
0|Vandalism|549|2013-2014|Cayuga School|Elementary School|District|'K-5'|466.0|0.0
1|Weapons|550|2013-2014|Thurgood Marshall School|K8 School|District|'K-8'|797.0|0.12547051442910917
0|Bullying|601|2013-2014|Central High School|High School|District|'9-12'|2315.0|0.0
0|Suicide|604|2013-2014|Walter B. Saul High School|High School|District|'9-12'|550.0|0.0
2|Drug And Alcohol Offenses|609|2013-2014|A. Philip Randolph Career and Technical High School|High School|District|'9-12'|518.0|0.3861003861003861
0|Harassment|622|2013-2014|Eleanor C. Emlen School|Elementary School|District|'K-5'|418.0|0.0
0|Burglary|123|2013-2014|William C. Bryant School|K8 School|District|'K-8'|403.0|0.0
0|Bomb Scare|129|2013-2014|Andrew Hamilton School|K8 School|District|'K-8'|587.0|0.0
8|Theft|134|2013-2014|Henry C. Lea School|K8 School|District|'K-8'|526.0|1.520912547528517
0|Drug And Alcohol Offenses|138|2013-2014|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.0
0|Disorderly Conduct|140|2013-2014|John M. Patterson School|Elementary School|District|'K-4'|643.0|0.0
0|Take Off|147|2013-2014|Alain Locke School|K8 School|District|'K-8'|447.0|0.0
1|Drug And Alcohol Offenses|214|2013-2014|Julia R. Masterman School|High School|District|'9-12'|442.0|0.22624434389140272
1|Drug And Alcohol Offenses|214|2013-2014|Julia R. Masterman School|Middle School|District|'5-8'|749.0|0.13351134846461948
2|Theft|219|2013-2014|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.3472222222222222
0|Robbery|625|2013-2014|Charles W. Henry School|K8 School|District|'K-8'|479.0|0.0
0|Bomb Scare|627|2013-2014|Jenks Academy for Arts and Sciences|K8 School|District|'K-8'|478.0|0.0
0|Drug And Alcohol Offenses|631|2013-2014|John F. McCloskey School|K8 School|District|'K-8'|521.0|0.0
1|Drug And Alcohol Offenses|632|2013-2014|Thomas Mifflin School|K8 School|District|'K-8'|300.0|0.3333333333333333
2|Disorderly Conduct|639|2013-2014|Edward T. Steel School|K8 School|District|'K-8'|592.0|0.33783783783783783
0|Bomb Scare|645|2013-2014|James Dobson School|K8 School|District|'K-8'|289.0|0.0
0|Take Off|720|2013-2014|Clara Barton School|Elementary School|District|'K-2'|757.0|0.0
2|Threat|722|2013-2014|Laura H. Carnell School|Elementary School|District|'K-5'|973.0|0.20554984583761562
0|Vandalism|727|2013-2014|Thomas K. Finletter School|K8 School|District|'K-8'|744.0|0.0
8|Assaults|730|2013-2014|Francis Hopkinson School|K8 School|District|'K-8'|920.0|0.8695652173913043
0|Fire - Incendiary|737|2013-2014|Grover Washington, Jr. School|Middle School|District|'5-8'|541.0|0.0
0|Robbery|743|2013-2014|James J. Sullivan School|Elementary School|District|'K-5'|764.0|0.0
0|Vandalism|125|2013-2014|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
1|Weapons|139|2013-2014|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.352112676056338
4|Morals Offenses|144|2013-2014|Penrose School|K8 School|District|'K-8'|590.0|0.6779661016949152
0|Bomb Scare|146|2013-2014|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.0
1|Morals Offenses|406|2013-2014|Murrell Dobbins Career and Technical High School|High School|District|'9-12'|610.0|0.16393442622950818
2|Robbery|414|2013-2014|Strawberry Mansion High School|High School|District|'9-12'|312.0|0.6410256410256411
33|Disorderly Conduct|430|2013-2014|Edward Heston School|K8 School|District|'K-8'|529.0|6.238185255198488
2|Theft|432|2013-2014|Robert E. Lamberton School|K8 School|District|'K-8'|528.0|0.3787878787878788
0|Suicide|535|2013-2014|William McKinley School|K8 School|District|'K-8'|460.0|0.0
1|Weapons|540|2013-2014|Richmond School|Elementary School|District|'K-5'|673.0|0.1485884101040119
0|Harassment|110|2013-2014|William L. Sayre High School|High School|District|'9-12'|492.0|0.0
0|Fire - Incendiary|123|2013-2014|William C. Bryant School|K8 School|District|'K-8'|403.0|0.0
0|Burglary|128|2013-2014|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
4|Assaults|146|2013-2014|Add B. Anderson School|K8 School|District|'K-8'|470.0|0.851063829787234
0|Weapons|221|2013-2014|Bache-Martin School|K8 School|District|'K-8'|479.0|0.0
0|Bullying|424|2013-2014|Lewis C. Cassidy Academics Plus School|K8 School|District|'K-7'|477.0|0.0
0|Fire - Incendiary|437|2013-2014|Overbrook School|K8 School|District|'K-7'|238.0|0.0
0|Drug And Alcohol Offenses|453|2013-2014|Edward Gideon School|K8 School|District|'K-8'|286.0|0.0
0|Harassment|457|2013-2014|General George G. Meade School|K8 School|District|'K-8'|384.0|0.0
0|Vandalism|505|2013-2014|Philadelphia Military Academy|High School|District|'9-12'|247.0|0.0
0|Suicide|508|2013-2014|Parkway Center City High School|High School|District|'9-12'|558.0|0.0
0|Bullying|509|2013-2014|Parkway West High School|High School|District|'9-12'|258.0|0.0
0|Burglary|509|2013-2014|Parkway West High School|High School|District|'9-12'|258.0|0.0
2|Threat|523|2013-2014|Russell H. Conwell School|Middle School|District|'5-8'|413.0|0.48426150121065376
1|Morals Offenses|526|2013-2014|Lewis Elkin School|Elementary School|District|'K-4'|866.0|0.11547344110854503
9|Disorderly Conduct|532|2013-2014|John F. Hartranft School|K8 School|District|'K-8'|520.0|1.7307692307692308
0|Bullying|535|2013-2014|William McKinley School|K8 School|District|'K-8'|460.0|0.0
15|Disorderly Conduct|540|2013-2014|Richmond School|Elementary School|District|'K-5'|673.0|2.2288261515601784
0|Burglary|541|2013-2014|Isaac A. Sheppard School|Elementary School|District|'K-4'|187.0|0.0
0|Trespassing|543|2013-2014|Alternative Middle Years at James Martin |Middle School|District|'6-8'|419.0|0.0
1|Theft|544|2013-2014|Frances E. Willard School|Elementary School|District|'K-4'|738.0|0.13550135501355012
1|Morals Offenses|239|2013-2014|Robert Morris School|K8 School|District|'K-8'|295.0|0.3389830508474576
9|Disorderly Conduct|248|2013-2014|Chester A. Arthur School|K8 School|District|'K-8'|251.0|3.585657370517928
0|Suicide|251|2013-2014|Andrew Jackson School|K8 School|District|'K-8'|566.0|0.0
5|Weapons|267|2013-2014|Constitution High School|High School|District|'9-12'|372.0|1.3440860215053763
0|Vandalism|630|2013-2014|James Logan School|Elementary School|District|'K-5'|326.0|0.0
0|Weapons|631|2013-2014|John F. McCloskey School|K8 School|District|'K-8'|521.0|0.0
0|Robbery|632|2013-2014|Thomas Mifflin School|K8 School|District|'K-8'|300.0|0.0
0|Suicide|635|2013-2014|Samuel Pennypacker School|Elementary School|District|'K-6'|395.0|0.0
0|Fire - Incendiary|639|2013-2014|Edward T. Steel School|K8 School|District|'K-8'|592.0|0.0
0|Take Off|639|2013-2014|Edward T. Steel School|K8 School|District|'K-8'|592.0|0.0
0|Harassment|710|2013-2014|Jay Cooke School|K8 School|District|'K-8'|472.0|0.0
0|Take Off|712|2013-2014|Samuel Fels High School|High School|District|'9-12'|988.0|0.0
21|Threat|712|2013-2014|Samuel Fels High School|High School|District|'9-12'|988.0|2.125506072874494
11|Disorderly Conduct|729|2013-2014|Allen M. Stearne School|K8 School|District|'K-8'|563.0|1.9538188277087034
1|Suicide|729|2013-2014|Allen M. Stearne School|K8 School|District|'K-8'|563.0|0.17761989342806395
10|Disorderly Conduct|731|2013-2014|Feltonville Intermediate School|Elementary School|District|'3-5'|772.0|1.2953367875647668
0|Harassment|732|2013-2014|Julia W. Howe School|Elementary School|District|'K-5'|244.0|0.0
0|Take Off|732|2013-2014|Julia W. Howe School|Elementary School|District|'K-5'|244.0|0.0
1|Assaults|735|2013-2014|James R. Lowell School|Elementary School|District|'K-4'|766.0|0.13054830287206268
0|Assaults|738|2013-2014|Alexander K. McClure School|Elementary School|District|'K-5'|630.0|0.0
0|Burglary|744|2013-2014|Bayard Taylor School|Elementary School|District|'K-5'|560.0|0.0
0|Fire - Incendiary|773|2013-2014|Roberto Clemente School|Middle School|District|'6-8'|491.0|0.0
0|Take Off|801|2013-2014|Abraham Lincoln High School|High School|District|'9-12'|1527.0|0.0
17|Drug And Alcohol Offenses|803|2013-2014|George Washington High School|High School|District|'9-12'|1314.0|1.2937595129375952
1|Robbery|200|2013-2014|South Philadelphia High School|High School|District|'9-12'|611.0|0.16366612111292964
1|Drug And Alcohol Offenses|224|2013-2014|F. Amedee Bregy School|K8 School|District|'K-8'|347.0|0.2881844380403458
0|Burglary|226|2013-2014|George W. Childs School|K8 School|District|'K-8'|554.0|0.0
0|Bomb Scare|229|2013-2014|Franklin Learning Center|High School|District|'9-12'|871.0|0.0
0|Morals Offenses|254|2013-2014|Francis S. Key School|Elementary School|District|'K-6'|467.0|0.0
0|Bomb Scare|263|2013-2014|George W. Sharswood School|K8 School|District|'K-8'|573.0|0.0
0|Burglary|267|2013-2014|Constitution High School|High School|District|'9-12'|372.0|0.0
1|Suicide|267|2013-2014|Constitution High School|High School|District|'9-12'|372.0|0.26881720430107525
1|Burglary|272|2013-2014|Vare-Washington School|K8 School|District|'K-8'|363.0|0.27548209366391185
4|Theft|272|2013-2014|Vare-Washington School|K8 School|District|'K-8'|363.0|1.1019283746556474
13|Assaults|812|2013-2014|Woodrow Wilson School|Middle School|District|'6-8'|1299.0|1.0007698229407236
0|Threat|812|2013-2014|Woodrow Wilson School|Middle School|District|'6-8'|1299.0|0.0
1|Robbery|814|2013-2014|Austin Meehan School|Middle School|District|'7-8'|578.0|0.17301038062283736
1|Fire - Incendiary|830|2013-2014|Mayfair School|K8 School|District|'K-8'|1421.0|0.07037297677691766
1|Theft|831|2013-2014|J. Hampton Moore School|Elementary School|District|'K-5'|1168.0|0.08561643835616438
0|Robbery|840|2013-2014|Anne Frank School|Elementary School|District|'K-5'|1284.0|0.0
